Year,Rpt_Area,User,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonPel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,var_pBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea
2011,PWSI,Charter,473,78,208,265,208,130,0.164904863,0.000291761,0.26476565,0.019765717,0.4397463,0.000521969,0.401942073,0.0190287,0.5602537,0.000521969,0.512720581,0.026704842,0.4397463,0.000521969,0.487279419,0.026704842,0.375,0.001132246,0.511649522,0.024934888,0.78490566,0.000639503,0.782367371,0.017380196
2012,PWSI,Charter,601,91,280,340,261,170,0.151414309,0.000214147,0.26476565,0.019765717,0.465890183,0.000414728,0.401942073,0.0190287,0.565723794,0.000409467,0.512720581,0.026704842,0.434276206,0.000409467,0.487279419,0.026704842,0.348659004,0.000873446,0.511649522,0.024934888,0.823529412,0.000428698,0.782367371,0.017380196
2013,PWSI,Charter,544,77,312,371,173,96,0.141544118,0.000223774,0.26476565,0.019765717,0.573529412,0.000450448,0.401942073,0.0190287,0.681985294,0.000399413,0.512720581,0.026704842,0.318014706,0.000399413,0.487279419,0.026704842,0.445086705,0.001435957,0.511649522,0.024934888,0.84097035,0.000361457,0.782367371,0.017380196
2014,PWSI,Charter,700,66,409,516,184,118,0.094285714,0.000122169,0.26476565,0.019765717,0.584285714,0.000347491,0.401942073,0.0190287,0.737142857,0.000277201,0.512720581,0.026704842,0.262857143,0.000277201,0.487279419,0.026704842,0.358695652,0.001257011,0.511649522,0.024934888,0.792635659,0.000319154,0.782367371,0.017380196
2015,PWSI,Charter,520,77,308,352,168,91,0.148076923,0.000243064,0.26476565,0.019765717,0.592307692,0.000465278,0.401942073,0.0190287,0.676923077,0.000421384,0.512720581,0.026704842,0.323076923,0.000421384,0.487279419,0.026704842,0.458333333,0.00148661,0.511649522,0.024934888,0.875,0.00031161,0.782367371,0.017380196
2016,PWSI,Charter,816,81,390,597,219,138,0.099264706,0.000109707,0.26476565,0.019765717,0.477941176,0.000306151,0.401942073,0.0190287,0.731617647,0.000240924,0.512720581,0.026704842,0.268382353,0.000240924,0.487279419,0.026704842,0.369863014,0.001069103,0.511649522,0.024934888,0.653266332,0.000380049,0.782367371,0.017380196
2017,PWSI,Charter,552,114,258,348,204,90,0.206521739,0.000297406,0.26476565,0.019765717,0.467391304,0.000451791,0.401942073,0.0190287,0.630434783,0.000422843,0.512720581,0.026704842,0.369565217,0.000422843,0.487279419,0.026704842,0.558823529,0.001214482,0.511649522,0.024934888,0.74137931,0.000552553,0.782367371,0.017380196
2018,PWSI,Charter,448,67,271,300,148,81,0.149553571,0.000284535,0.26476565,0.019765717,0.604910714,0.000534662,0.401942073,0.0190287,0.669642857,0.000494902,0.512720581,0.026704842,0.330357143,0.000494902,0.487279419,0.026704842,0.452702703,0.001685462,0.511649522,0.024934888,0.903333333,0.000292048,0.782367371,0.017380196
2019,PWSI,Charter,475,115,156,249,226,111,0.242105263,0.00038711,0.26476565,0.019765717,0.328421053,0.000465318,0.401942073,0.0190287,0.524210526,0.00052619,0.512720581,0.026704842,0.475789474,0.00052619,0.487279419,0.026704842,0.508849558,0.001110763,0.511649522,0.024934888,0.626506024,0.000943533,0.782367371,0.017380196
2020,PWSI,Charter,493,67,174,312,181,114,0.135902637,0.000238685,0.26476565,0.019765717,0.352941176,0.000464174,0.401942073,0.0190287,0.632860041,0.000472252,0.512720581,0.026704842,0.367139959,0.000472252,0.487279419,0.026704842,0.370165746,0.001295239,0.511649522,0.024934888,0.557692308,0.000793156,0.782367371,0.017380196
2021,PWSI,Charter,419,35,229,315,104,69,0.08353222,0.000183145,0.26476565,0.019765717,0.546539379,0.000592905,0.401942073,0.0190287,0.751789976,0.000446416,0.512720581,0.026704842,0.248210024,0.000446416,0.487279419,0.026704842,0.336538462,0.00216777,0.511649522,0.024934888,0.726984127,0.000632096,0.782367371,0.017380196
2022,PWSI,Charter,1075,45,616,886,189,144,0.041860465,3.73446616168788e-05,0.26476565,0.019765717,0.573023256,0.00022781,0.401942073,0.0190287,0.824186047,0.000134919,0.512720581,0.026704842,0.175813953,0.000134919,0.487279419,0.026704842,0.238095238,0.000964925,0.511649522,0.024934888,0.695259594,0.000239405,0.782367371,0.017380196
2023,PWSI,Charter,319,25,160,212,107,82,0.078369906,0.000227132,0.26476565,0.019765717,0.501567398,0.000786156,0.401942073,0.0190287,0.664576803,0.000700989,0.512720581,0.026704842,0.335423197,0.000700989,0.487279419,0.026704842,0.23364486,0.001689198,0.511649522,0.024934888,0.754716981,0.000877342,0.782367371,0.017380196
1993,PWSI,Private,24,7,0,1,23,16,0.291666667,0.008982488,0.369190698,0.023439218,0,0,0.156183091,0.013467004,0.041666667,0.001736111,0.25799112,0.017741789,0.958333333,0.001736111,0.74200888,0.017741789,0.304347826,0.009623647,0.488319029,0.021193005,0,,0.546425395,0.065042804
1994,PWSI,Private,14,11,0,0,14,3,0.785714286,0.012951334,0.369190698,0.023439218,0,0,0.156183091,0.013467004,0,0,0.25799112,0.017741789,1,0,0.74200888,0.017741789,0.785714286,0.012951334,0.488319029,0.021193005,,,0.546425395,0.065042804
1995,PWSI,Private,9,3,0,0,9,6,0.333333333,0.027777778,0.369190698,0.023439218,0,0,0.156183091,0.013467004,0,0,0.25799112,0.017741789,1,0,0.74200888,0.017741789,0.333333333,0.027777778,0.488319029,0.021193005,,,0.546425395,0.065042804
1996,PWSI,Private,44,3,7,11,33,30,0.068181818,0.001477513,0.369190698,0.023439218,0.159090909,0.003111186,0.156183091,0.013467004,0.25,0.004360465,0.25799112,0.017741789,0.75,0.004360465,0.74200888,0.017741789,0.090909091,0.002582645,0.488319029,0.021193005,0.636363636,0.023140496,0.546425395,0.065042804
1997,PWSI,Private,79,35,3,14,65,30,0.443037975,0.00316353,0.369190698,0.023439218,0.037974684,0.000468367,0.156183091,0.013467004,0.17721519,0.001869359,0.25799112,0.017741789,0.82278481,0.001869359,0.74200888,0.017741789,0.538461538,0.003883136,0.488319029,0.021193005,0.214285714,0.012951334,0.546425395,0.065042804
1998,PWSI,Private,48,35,4,5,43,8,0.729166667,0.004201758,0.369190698,0.023439218,0.083333333,0.001625296,0.156183091,0.013467004,0.104166667,0.001985446,0.25799112,0.017741789,0.895833333,0.001985446,0.74200888,0.017741789,0.813953488,0.003605553,0.488319029,0.021193005,0.8,0.04,0.546425395,0.065042804
1999,PWSI,Private,194,123,4,22,172,49,0.634020619,0.001202272,0.369190698,0.023439218,0.020618557,0.000104629,0.156183091,0.013467004,0.113402062,0.000520943,0.25799112,0.017741789,0.886597938,0.000520943,0.74200888,0.017741789,0.715116279,0.001191374,0.488319029,0.021193005,0.181818182,0.007083825,0.546425395,0.065042804
2000,PWSI,Private,177,73,19,38,139,66,0.412429379,0.001376883,0.369190698,0.023439218,0.107344633,0.000544442,0.156183091,0.013467004,0.214689266,0.000957942,0.25799112,0.017741789,0.785310734,0.000957942,0.74200888,0.017741789,0.525179856,0.001807,0.488319029,0.021193005,0.5,0.006756757,0.546425395,0.065042804
2001,PWSI,Private,243,106,46,54,189,83,0.436213992,0.001016245,0.369190698,0.023439218,0.189300412,0.000634156,0.156183091,0.013467004,0.222222222,0.000714213,0.25799112,0.017741789,0.777777778,0.000714213,0.74200888,0.017741789,0.560846561,0.001310094,0.488319029,0.021193005,0.851851852,0.002381137,0.546425395,0.065042804
2002,PWSI,Private,193,66,38,60,133,67,0.341968912,0.001172011,0.369190698,0.023439218,0.196891192,0.000823568,0.156183091,0.013467004,0.310880829,0.001115802,0.25799112,0.017741789,0.689119171,0.001115802,0.74200888,0.017741789,0.496240602,0.001893832,0.488319029,0.021193005,0.633333333,0.00393597,0.546425395,0.065042804
2003,PWSI,Private,380,155,41,86,294,139,0.407894737,0.000637247,0.369190698,0.023439218,0.107894737,0.000253967,0.156183091,0.013467004,0.226315789,0.000461997,0.25799112,0.017741789,0.773684211,0.000461997,0.74200888,0.017741789,0.527210884,0.000850715,0.488319029,0.021193005,0.476744186,0.002934814,0.546425395,0.065042804
2004,PWSI,Private,243,109,5,37,206,97,0.448559671,0.001022124,0.369190698,0.023439218,0.020576132,8.32758450083969e-05,0.156183091,0.013467004,0.152263374,0.000533385,0.25799112,0.017741789,0.847736626,0.000533385,0.74200888,0.017741789,0.529126214,0.001215374,0.488319029,0.021193005,0.135135135,0.00324649,0.546425395,0.065042804
2005,PWSI,Private,278,151,2,46,232,81,0.543165468,0.000895801,0.369190698,0.023439218,0.007194245,2.57851532450896e-05,0.156183091,0.013467004,0.165467626,0.000498513,0.25799112,0.017741789,0.834532374,0.000498513,0.74200888,0.017741789,0.650862069,0.000983726,0.488319029,0.021193005,0.043478261,0.000924176,0.546425395,0.065042804
2006,PWSI,Private,334,157,39,63,271,114,0.47005988,0.000748059,0.369190698,0.023439218,0.116766467,0.000309706,0.156183091,0.013467004,0.188622754,0.000459592,0.25799112,0.017741789,0.811377246,0.000459592,0.74200888,0.017741789,0.579335793,0.000902614,0.488319029,0.021193005,0.619047619,0.003803672,0.546425395,0.065042804
2007,PWSI,Private,318,125,77,116,202,77,0.393081761,0.000752582,0.369190698,0.023439218,0.242138365,0.000578888,0.156183091,0.013467004,0.364779874,0.000730964,0.25799112,0.017741789,0.635220126,0.000730964,0.74200888,0.017741789,0.618811881,0.001173551,0.488319029,0.021193005,0.663793103,0.001940625,0.546425395,0.065042804
2008,PWSI,Private,533,155,86,190,343,188,0.290806754,0.000387666,0.369190698,0.023439218,0.161350844,0.000254355,0.156183091,0.013467004,0.356472795,0.000431203,0.25799112,0.017741789,0.643527205,0.000431203,0.74200888,0.017741789,0.451895044,0.000724228,0.488319029,0.021193005,0.452631579,0.00131088,0.546425395,0.065042804
2009,PWSI,Private,479,151,81,117,362,211,0.315240084,0.000451598,0.369190698,0.023439218,0.169102296,0.000293947,0.156183091,0.013467004,0.244258873,0.000386185,0.25799112,0.017741789,0.755741127,0.000386185,0.74200888,0.017741789,0.417127072,0.000673496,0.488319029,0.021193005,0.692307692,0.00183636,0.546425395,0.065042804
2010,PWSI,Private,466,123,127,166,300,177,0.263948498,0.000417806,0.369190698,0.023439218,0.272532189,0.000426362,0.156183091,0.013467004,0.356223176,0.000493179,0.25799112,0.017741789,0.643776824,0.000493179,0.74200888,0.017741789,0.41,0.00080903,0.488319029,0.021193005,0.765060241,0.001089352,0.546425395,0.065042804
2011,PWSI,Private,499,135,118,168,331,196,0.270541082,0.000396282,0.369190698,0.023439218,0.236472946,0.000362557,0.156183091,0.013467004,0.336673347,0.000448443,0.25799112,0.017741789,0.663326653,0.000448443,0.74200888,0.017741789,0.407854985,0.000731846,0.488319029,0.021193005,0.702380952,0.001251748,0.546425395,0.065042804
2012,PWSI,Private,454,158,47,136,318,160,0.348017621,0.000500886,0.369190698,0.023439218,0.103524229,0.000204872,0.156183091,0.013467004,0.299559471,0.000463187,0.25799112,0.017741789,0.700440529,0.000463187,0.74200888,0.017741789,0.496855346,0.000788612,0.488319029,0.021193005,0.345588235,0.001675237,0.546425395,0.065042804
2013,PWSI,Private,651,147,131,244,407,260,0.225806452,0.000268951,0.369190698,0.023439218,0.201228879,0.000247286,0.156183091,0.013467004,0.374807988,0.000360503,0.25799112,0.017741789,0.625192012,0.000360503,0.74200888,0.017741789,0.361179361,0.000568298,0.488319029,0.021193005,0.536885246,0.001023208,0.546425395,0.065042804
2014,PWSI,Private,494,182,38,114,380,198,0.368421053,0.000471982,0.369190698,0.023439218,0.076923077,0.000144028,0.156183091,0.013467004,0.230769231,0.000360071,0.25799112,0.017741789,0.769230769,0.000360071,0.74200888,0.017741789,0.478947368,0.000658461,0.488319029,0.021193005,0.333333333,0.001966568,0.546425395,0.065042804
2015,PWSI,Private,493,148,77,146,347,199,0.30020284,0.000426994,0.369190698,0.023439218,0.156186613,0.000267871,0.156183091,0.013467004,0.296146045,0.000423666,0.25799112,0.017741789,0.703853955,0.000423666,0.74200888,0.017741789,0.426512968,0.000706935,0.488319029,0.021193005,0.52739726,0.001718961,0.546425395,0.065042804
2016,PWSI,Private,127,37,19,32,95,58,0.291338583,0.001638575,0.369190698,0.023439218,0.149606299,0.001009716,0.156183091,0.013467004,0.251968504,0.001495876,0.25799112,0.017741789,0.748031496,0.001495876,0.74200888,0.017741789,0.389473684,0.002529616,0.488319029,0.021193005,0.59375,0.007780998,0.546425395,0.065042804
2017,PWSI,Private,112,51,24,25,87,36,0.455357143,0.002234297,0.369190698,0.023439218,0.214285714,0.001516823,0.156183091,0.013467004,0.223214286,0.001562069,0.25799112,0.017741789,0.776785714,0.001562069,0.74200888,0.017741789,0.586206897,0.002820562,0.488319029,0.021193005,0.96,0.0016,0.546425395,0.065042804
2018,PWSI,Private,244,71,71,94,150,79,0.290983607,0.000849021,0.369190698,0.023439218,0.290983607,0.000849021,0.156183091,0.013467004,0.385245902,0.000974615,0.25799112,0.017741789,0.614754098,0.000974615,0.74200888,0.017741789,0.473333333,0.00167308,0.488319029,0.021193005,0.755319149,0.001987227,0.546425395,0.065042804
2019,PWSI,Private,317,99,101,125,192,93,0.312302839,0.000679651,0.369190698,0.023439218,0.318611987,0.00068702,0.156183091,0.013467004,0.394321767,0.000755798,0.25799112,0.017741789,0.605678233,0.000755798,0.74200888,0.017741789,0.515625,0.001307622,0.488319029,0.021193005,0.808,0.001251097,0.546425395,0.065042804
2020,PWSI,Private,263,77,81,106,157,80,0.292775665,0.000790298,0.369190698,0.023439218,0.307984791,0.000813474,0.156183091,0.013467004,0.403041825,0.000918317,0.25799112,0.017741789,0.596958175,0.000918317,0.74200888,0.017741789,0.49044586,0.001601979,0.488319029,0.021193005,0.764150943,0.001716422,0.546425395,0.065042804
2021,PWSI,Private,248,57,90,119,129,72,0.22983871,0.000716651,0.369190698,0.023439218,0.362903226,0.000936051,0.156183091,0.013467004,0.47983871,0.0010105,0.25799112,0.017741789,0.52016129,0.0010105,0.74200888,0.017741789,0.441860465,0.001926717,0.488319029,0.021193005,0.756302521,0.001561941,0.546425395,0.065042804
2022,PWSI,Private,378,128,31,93,285,157,0.338624339,0.000594053,0.369190698,0.023439218,0.082010582,0.000199695,0.156183091,0.013467004,0.246031746,0.000492043,0.25799112,0.017741789,0.753968254,0.000492043,0.74200888,0.017741789,0.449122807,0.000871167,0.488319029,0.021193005,0.333333333,0.002415459,0.546425395,0.065042804
2023,PWSI,Private,303,34,136,178,125,91,0.112211221,0.000329867,0.369190698,0.023439218,0.448844884,0.00081915,0.156183091,0.013467004,0.587458746,0.000802487,0.25799112,0.017741789,0.412541254,0.000802487,0.74200888,0.017741789,0.272,0.001596903,0.488319029,0.021193005,0.764044944,0.001018533,0.546425395,0.065042804
1993,PWSO,Charter,227,102,94,108,119,17,0.449339207,0.001094838,0.301159237,0.023504069,0.414096916,0.001073543,0.573733939,0.017733796,0.475770925,0.001103597,0.63390604,0.022517667,0.524229075,0.001103597,0.366068317,0.022524029,0.857142857,0.001037703,0.789125749,0.014115959,0.87037037,0.001054447,0.90675994,0.002349358
1994,PWSO,Charter,220,55,150,152,68,13,0.25,0.000856164,0.301159237,0.023504069,0.681818182,0.000990603,0.573733939,0.017733796,0.690909091,0.000975131,0.63390604,0.022517667,0.309090909,0.000975131,0.366068317,0.022524029,0.808823529,0.002307881,0.789125749,0.014115959,0.986842105,8.59918181651412e-05,0.90675994,0.002349358
1995,PWSO,Charter,228,99,91,103,125,26,0.434210526,0.001082254,0.301159237,0.023504069,0.399122807,0.001056492,0.573733939,0.017733796,0.451754386,0.001091068,0.63390604,0.022517667,0.548245614,0.001091068,0.366068317,0.022524029,0.792,0.001328516,0.789125749,0.014115959,0.883495146,0.001009132,0.90675994,0.002349358
1996,PWSO,Charter,109,42,64,64,45,3,0.385321101,0.002193044,0.301159237,0.023504069,0.587155963,0.00224448,0.573733939,0.017733796,0.587155963,0.00224448,0.63390604,0.022517667,0.412844037,0.00224448,0.366068317,0.022524029,0.933333333,0.001414141,0.789125749,0.014115959,1,0,0.90675994,0.002349358
1997,PWSO,Charter,190,77,101,107,83,6,0.405263158,0.001275264,0.301159237,0.023504069,0.531578947,0.001317475,0.573733939,0.017733796,0.563157895,0.001301646,0.63390604,0.022517667,0.436842105,0.001301646,0.366068317,0.022524029,0.927710843,0.000817847,0.789125749,0.014115959,0.943925234,0.000499343,0.90675994,0.002349358
1998,PWSO,Charter,198,95,80,86,112,17,0.47979798,0.001266964,0.301159237,0.023504069,0.404040404,0.001222293,0.573733939,0.017733796,0.434343434,0.001247153,0.63390604,0.022517667,0.565656566,0.001247153,0.366068317,0.022524029,0.848214286,0.001159881,0.789125749,0.014115959,0.930232558,0.000763529,0.90675994,0.002349358
1999,PWSO,Charter,337,164,146,157,180,16,0.486646884,0.000743517,0.301159237,0.023504069,0.433234421,0.000730781,0.573733939,0.017733796,0.465875371,0.000740582,0.63390604,0.022517667,0.534124629,0.000740582,0.366068317,0.022524029,0.911111111,0.000452445,0.789125749,0.014115959,0.929936306,0.000417659,0.90675994,0.002349358
2000,PWSO,Charter,377,271,73,84,293,22,0.718832891,0.000537532,0.301159237,0.023504069,0.193633952,0.000415266,0.573733939,0.017733796,0.222811671,0.00046055,0.63390604,0.022517667,0.777188329,0.00046055,0.366068317,0.022524029,0.924914676,0.000237834,0.789125749,0.014115959,0.869047619,0.001371131,0.90675994,0.002349358
2001,PWSO,Charter,485,239,194,209,276,37,0.492783505,0.000516421,0.301159237,0.023504069,0.4,0.000495868,0.573733939,0.017733796,0.430927835,0.000506672,0.63390604,0.022517667,0.569072165,0.000506672,0.366068317,0.022524029,0.865942029,0.000422132,0.789125749,0.014115959,0.928229665,0.000320285,0.90675994,0.002349358
2002,PWSO,Charter,480,255,178,196,284,29,0.53125,0.000519882,0.301159237,0.023504069,0.370833333,0.00048709,0.573733939,0.017733796,0.408333333,0.000504378,0.63390604,0.022517667,0.591666667,0.000504378,0.366068317,0.022524029,0.897887324,0.000323978,0.789125749,0.014115959,0.908163265,0.000427706,0.90675994,0.002349358
2003,PWSO,Charter,600,261,295,312,288,27,0.435,0.000410309,0.301159237,0.023504069,0.491666667,0.000417246,0.573733939,0.017733796,0.52,0.000416694,0.63390604,0.022517667,0.48,0.000416694,0.366068317,0.022524029,0.90625,0.000296031,0.789125749,0.014115959,0.945512821,0.000165654,0.90675994,0.002349358
2004,PWSO,Charter,684,275,348,376,308,33,0.402046784,0.000351984,0.301159237,0.023504069,0.50877193,0.00036592,0.573733939,0.017733796,0.549707602,0.000362415,0.63390604,0.022517667,0.450292398,0.000362415,0.366068317,0.022524029,0.892857143,0.000311607,0.789125749,0.014115959,0.925531915,0.000183794,0.90675994,0.002349358
2005,PWSO,Charter,339,81,223,235,104,23,0.238938053,0.000538008,0.301159237,0.023504069,0.657817109,0.000665958,0.573733939,0.017733796,0.693215339,0.000629195,0.63390604,0.022517667,0.306784661,0.000629195,0.366068317,0.022524029,0.778846154,0.00167228,0.789125749,0.014115959,0.94893617,0.000207078,0.90675994,0.002349358
2006,PWSO,Charter,483,147,307,317,166,19,0.304347826,0.000439254,0.301159237,0.023504069,0.635610766,0.000480518,0.573733939,0.017733796,0.6563147,0.000467979,0.63390604,0.022517667,0.3436853,0.000467979,0.366068317,0.022524029,0.885542169,0.000614286,0.789125749,0.014115959,0.968454259,9.6679137750577e-05,0.90675994,0.002349358
2007,PWSO,Charter,618,167,431,439,179,12,0.270226537,0.000319618,0.301159237,0.023504069,0.697411003,0.000342024,0.573733939,0.017733796,0.710355987,0.000333469,0.63390604,0.022517667,0.289644013,0.000333469,0.366068317,0.022524029,0.932960894,0.000351376,0.789125749,0.014115959,0.981776765,4.08473706483541e-05,0.90675994,0.002349358
2008,PWSO,Charter,568,181,342,360,208,27,0.318661972,0.000382922,0.301159237,0.023504069,0.602112676,0.000422527,0.573733939,0.017733796,0.633802817,0.000409342,0.63390604,0.022517667,0.366197183,0.000409342,0.366068317,0.022524029,0.870192308,0.000545689,0.789125749,0.014115959,0.95,0.000132312,0.90675994,0.002349358
2009,PWSO,Charter,1111,269,654,783,328,59,0.242124212,0.000165315,0.301159237,0.023504069,0.588658866,0.000218144,0.573733939,0.017733796,0.704770477,0.00018745,0.63390604,0.022517667,0.295229523,0.00018745,0.366068317,0.022524029,0.820121951,0.000451137,0.789125749,0.014115959,0.835249042,0.000175969,0.90675994,0.002349358
2010,PWSO,Charter,766,262,425,466,300,38,0.342036554,0.00029418,0.301159237,0.023504069,0.554830287,0.000322868,0.573733939,0.017733796,0.608355091,0.00031145,0.63390604,0.022517667,0.391644909,0.00031145,0.366068317,0.022524029,0.873333333,0.000369974,0.789125749,0.014115959,0.912017167,0.000172563,0.90675994,0.002349358
2011,PWSO,Charter,749,158,513,552,197,39,0.210947931,0.000222525,0.301159237,0.023504069,0.684913218,0.000288512,0.573733939,0.017733796,0.736982644,0.000259143,0.63390604,0.022517667,0.263017356,0.000259143,0.366068317,0.022524029,0.802030457,0.00081009,0.789125749,0.014115959,0.929347826,0.000119166,0.90675994,0.002349358
2012,PWSO,Charter,889,243,490,564,325,82,0.273340832,0.000223678,0.301159237,0.023504069,0.551181102,0.000278582,0.573733939,0.017733796,0.634420697,0.000261184,0.63390604,0.022517667,0.365579303,0.000261184,0.366068317,0.022524029,0.747692308,0.000582249,0.789125749,0.014115959,0.868794326,0.00020247,0.90675994,0.002349358
2013,PWSO,Charter,892,223,489,596,296,73,0.25,0.000210438,0.301159237,0.023504069,0.548206278,0.000277975,0.573733939,0.017733796,0.668161435,0.000248846,0.63390604,0.022517667,0.331838565,0.000248846,0.366068317,0.022524029,0.753378378,0.000629828,0.789125749,0.014115959,0.820469799,0.000247562,0.90675994,0.002349358
2014,PWSO,Charter,1235,164,785,976,259,95,0.132793522,9.33220443363658e-05,0.301159237,0.023504069,0.63562753,0.000187687,0.573733939,0.017733796,0.790283401,0.000134308,0.63390604,0.022517667,0.209716599,0.000134308,0.366068317,0.022524029,0.633204633,0.000900219,0.789125749,0.014115959,0.804303279,0.000161435,0.90675994,0.002349358
2015,PWSO,Charter,1217,210,813,914,303,93,0.172555464,0.000117418,0.301159237,0.023504069,0.668036154,0.000182372,0.573733939,0.017733796,0.751027116,0.000153771,0.63390604,0.022517667,0.248972884,0.000153771,0.366068317,0.022524029,0.693069307,0.000704385,0.789125749,0.014115959,0.889496718,0.000107659,0.90675994,0.002349358
2016,PWSO,Charter,1103,209,740,829,274,65,0.189483228,0.000139364,0.301159237,0.023504069,0.670897552,0.000200358,0.573733939,0.017733796,0.751586582,0.000169423,0.63390604,0.022517667,0.248413418,0.000169423,0.366068317,0.022524029,0.762773723,0.00066282,0.789125749,0.014115959,0.892641737,0.00011574,0.90675994,0.002349358
2017,PWSO,Charter,835,106,575,638,197,91,0.126946108,0.000132891,0.301159237,0.023504069,0.688622754,0.0002571,0.573733939,0.017733796,0.764071856,0.000216146,0.63390604,0.022517667,0.235928144,0.000216146,0.366068317,0.022524029,0.538071066,0.001268115,0.789125749,0.014115959,0.901253918,0.00013971,0.90675994,0.002349358
2018,PWSO,Charter,841,130,567,639,202,72,0.154577883,0.000155576,0.301159237,0.023504069,0.674197384,0.000261494,0.573733939,0.017733796,0.75980975,0.000217261,0.63390604,0.022517667,0.24019025,0.000217261,0.366068317,0.022524029,0.643564356,0.00114124,0.789125749,0.014115959,0.887323944,0.000156709,0.90675994,0.002349358
2019,PWSO,Charter,1258,214,801,948,309,95,0.170111288,0.00011231,0.301159237,0.023504069,0.63672496,0.000184015,0.573733939,0.017733796,0.753577107,0.000147732,0.63390604,0.022517667,0.245627981,0.00014741,0.366068317,0.022524029,0.692556634,0.000691305,0.789125749,0.014115959,0.844936709,0.000138351,0.90675994,0.002349358
2020,PWSO,Charter,1255,131,935,1034,221,90,0.10438247,7.45508533104219e-05,0.301159237,0.023504069,0.74501992,0.000151487,0.573733939,0.017733796,0.823904382,0.000115699,0.63390604,0.022517667,0.176095618,0.000115699,0.366068317,0.022524029,0.592760181,0.001097252,0.789125749,0.014115959,0.904255319,8.38118460210956e-05,0.90675994,0.002349358
2021,PWSO,Charter,900,84,678,777,123,39,0.093333333,9.41292794462984e-05,0.301159237,0.023504069,0.753333333,0.000206699,0.573733939,0.017733796,0.863333333,0.000131245,0.63390604,0.022517667,0.136666667,0.000131245,0.366068317,0.022524029,0.682926829,0.0017749,0.789125749,0.014115959,0.872586873,0.000143272,0.90675994,0.002349358
2022,PWSO,Charter,834,134,519,609,225,91,0.160671463,0.000161892,0.301159237,0.023504069,0.622302158,0.000282163,0.573733939,0.017733796,0.730215827,0.000236495,0.63390604,0.022517667,0.269784173,0.000236495,0.366068317,0.022524029,0.595555556,0.001075309,0.789125749,0.014115959,0.852216749,0.000207144,0.90675994,0.002349358
2023,PWSO,Charter,582,64,439,475,107,43,0.109965636,0.000168456,0.301159237,0.023504069,0.754295533,0.000318991,0.573733939,0.017733796,0.816151203,0.000258259,0.63390604,0.022517667,0.183848797,0.000258259,0.366068317,0.022524029,0.598130841,0.002267645,0.789125749,0.014115959,0.924210526,0.000147775,0.90675994,0.002349358
1993,PWSO,Private,20,3,12,15,5,2,0.15,0.006710526,0.25877069,0.045385563,0.6,0.012631579,0.629810737,0.041038855,0.75,0.009868421,0.673276059,0.043805178,0.25,0.009868421,0.326723941,0.043805178,0.6,0.06,0.736853673,0.032980464,0.8,0.011428571,0.936796448,0.004902111
1994,PWSO,Private,3,2,1,1,2,0,0.666666667,0.111111111,0.25877069,0.045385563,0.333333333,0.111111111,0.629810737,0.041038855,0.333333333,0.111111111,0.673276059,0.043805178,0.666666667,0.111111111,0.326723941,0.043805178,1,0,0.736853673,0.032980464,1,,0.936796448,0.004902111
1995,PWSO,Private,7,1,6,6,1,0,0.142857143,0.020408163,0.25877069,0.045385563,0.857142857,0.020408163,0.629810737,0.041038855,0.857142857,0.020408163,0.673276059,0.043805178,0.142857143,0.020408163,0.326723941,0.043805178,1,,0.736853673,0.032980464,1,0,0.936796448,0.004902111
1996,PWSO,Private,3,3,0,0,3,0,1,0,0.25877069,0.045385563,0,0,0.629810737,0.041038855,0,0,0.673276059,0.043805178,1,0,0.326723941,0.043805178,1,0,0.736853673,0.032980464,,,0.936796448,0.004902111
1997,PWSO,Private,18,12,5,5,13,1,0.666666667,0.013071895,0.25877069,0.045385563,0.277777778,0.011801017,0.629810737,0.041038855,0.277777778,0.011801017,0.673276059,0.043805178,0.722222222,0.011801017,0.326723941,0.043805178,0.923076923,0.00591716,0.736853673,0.032980464,1,0,0.936796448,0.004902111
1998,PWSO,Private,14,7,5,5,9,2,0.5,0.019230769,0.25877069,0.045385563,0.357142857,0.017660911,0.629810737,0.041038855,0.357142857,0.017660911,0.673276059,0.043805178,0.642857143,0.017660911,0.326723941,0.043805178,0.777777778,0.021604938,0.736853673,0.032980464,1,0,0.936796448,0.004902111
1999,PWSO,Private,32,11,16,17,15,4,0.34375,0.007276966,0.25877069,0.045385563,0.5,0.008064516,0.629810737,0.041038855,0.53125,0.008033014,0.673276059,0.043805178,0.46875,0.008033014,0.326723941,0.043805178,0.733333333,0.013968254,0.736853673,0.032980464,0.941176471,0.003460208,0.936796448,0.004902111
