"year","area","assemblage","user","wt_lbs","wt_cv","r_mort","region","wt_sd"
2010,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2011,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2012,"afognak","black","charter",NA,1,0.102060913705584,"Kodiak",50
2013,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2014,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2015,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2018,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2019,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2020,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2022,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2023,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2024,"afognak","black","charter",NA,1,0.0219121480220693,"Kodiak",50
1977,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2008,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2009,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2010,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2011,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2012,"eastside","black","charter",NA,1,0.102060913705584,"Kodiak",50
2013,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2014,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2015,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2017,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2018,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2019,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2020,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2022,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2023,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2024,"eastside","black","charter",NA,1,0.0219121480220693,"Kodiak",50
1977,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1978,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1979,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1980,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1981,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1982,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1983,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1984,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1985,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1986,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1987,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1988,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1989,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1990,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1991,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1992,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1993,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1994,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1995,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1996,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1997,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1998,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
1999,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2000,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2001,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2002,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2003,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2004,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2005,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2006,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2007,"northeast","black","charter",5.81176048123405,0.202035695820801,0.102060913705584,"Kodiak",1.17418307276995
2008,"northeast","black","charter",5.5649316239579,0.17798916344336,0.102060913705584,"Kodiak",0.990497524367765
2009,"northeast","black","charter",NA,1,0.102060913705584,"Kodiak",50
2010,"northeast","black","charter",4.66979154963637,0.181398392440028,0.102060913705584,"Kodiak",0.847092680134065
2011,"northeast","black","charter",5.41219327698592,0.199531726813708,0.102060913705584,"Kodiak",1.07990427040654
2012,"northeast","black","charter",4.85629371572223,0.214055819341815,0.102060913705584,"Kodiak",1.03951793028343
2013,"northeast","black","charter",4.94594435322951,0.260632671120599,0.0219121480220693,"Kodiak",1.28907468799605
2014,"northeast","black","charter",5.0679651437984,0.238409626054443,0.0219121480220693,"Kodiak",1.20825167478993
2015,"northeast","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2016,"northeast","black","charter",4.6090391649375,0.246576024367423,0.0219121480220693,"Kodiak",1.13647855344404
2017,"northeast","black","charter",4.14913149202878,0.26492104344007,0.0219121480220693,"Kodiak",1.09919224423832
2018,"northeast","black","charter",4.6022603930763,0.275133934492039,0.0219121480220693,"Kodiak",1.26623800950396
2019,"northeast","black","charter",5.15942932597223,0.249940223576177,0.0219121480220693,"Kodiak",1.28954891925898
2020,"northeast","black","charter",NA,1,0.0219121480220693,"Kodiak",50
2021,"northeast","black","charter",3.91208034304082,0.294096949254018,0.0219121480220693,"Kodiak",1.15053089412492
2022,"northeast","black","charter",3.79578503269565,0.297727954739696,0.0219121480220693,"Kodiak",1.13011131441602
2023,"northeast","black","charter",4.2901065428586,0.273671311904596,0.0219121480220693,"Kodiak",1.1740790857946
2024,"northeast","black","charter",4.28749742367165,0.204758515181643,0.0219121480220693,"Kodiak",0.877901606316125
1977,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1978,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1979,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1980,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1981,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1982,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1983,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1984,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1985,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1986,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1987,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1988,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1989,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1990,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1991,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1992,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1993,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1994,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1995,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1996,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1997,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1998,"CSEO","black","charter",NA,1,0.15,"Southeast",50
1999,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2000,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2001,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2002,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2003,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2004,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2005,"CSEO","black","charter",NA,1,0.15,"Southeast",50
2006,"CSEO","black","charter",4.13676603722037,0.0349465149950903,0.15,"Southeast",0.144565556350902
2007,"CSEO","black","charter",3.15538808435104,0.00390044266675921,0.15,"Southeast",0.0123074103143864
2008,"CSEO","black","charter",3.15538808435104,0.00390044266675921,0.15,"Southeast",0.0123074103143864
2009,"CSEO","black","charter",3.76120879310247,0.0279294334258614,0.15,"Southeast",0.10504843058772
2010,"CSEO","black","charter",3.57786169943932,0.0285969982499141,0.15,"Southeast",0.102316104757301
2011,"CSEO","black","charter",3.304450577446,0.0227167846141337,0.15,"Southeast",0.0750664920358905
2012,"CSEO","black","charter",3.00325490403672,0.0119830030419521,0.15,"Southeast",0.0359880126508297
2013,"CSEO","black","charter",2.92557701138152,0.00805114506098603,0.15,"Southeast",0.0235542449057186
2014,"CSEO","black","charter",2.77897815617402,0.0175152989222063,0.15,"Southeast",0.0486746331036696
2015,"CSEO","black","charter",3.20828534106861,0.0168479384314445,0.15,"Southeast",0.05405299389683
2016,"CSEO","black","charter",3.08558406401791,0.00873692621169142,0.15,"Southeast",0.0269585202872954
2017,"CSEO","black","charter",3.32187361612593,0.0109152505063547,0.15,"Southeast",0.0362590826704649
2018,"CSEO","black","charter",3.34992510798275,0.00998566421402683,0.15,"Southeast",0.0334512272704533
2019,"CSEO","black","charter",3.19157000144661,0.0118366167921178,0.15,"Southeast",0.0377773910723425
2020,"CSEO","black","charter",2.67654295707715,0.023169858966192,0.15,"Southeast",0.0620151228324321
2021,"CSEO","black","charter",2.85482571473416,0.020015649452657,0.15,"Southeast",0.0571411907545499
2022,"CSEO","black","charter",2.62658626867682,0.02190137008678,0.15,"Southeast",0.0575258379351455
2023,"CSEO","black","charter",2.75409998321404,0.0108361768717364,0.15,"Southeast",0.0298439145405536
2024,"CSEO","black","charter",2.77922050844587,0.00627485695315707,0.15,"Southeast",0.0174392111317783
1977,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1978,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1979,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1980,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1981,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1982,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1983,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1984,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1985,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1986,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1987,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1988,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1989,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1990,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1991,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1992,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1993,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1994,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1995,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1996,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1997,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1998,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
1999,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2000,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2001,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2002,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2003,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2004,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2005,"EWYKT","black","charter",NA,1,0.15,"Southeast",50
2006,"EWYKT","black","charter",4.44431191187018,0.0230182866421632,0.15,"Southeast",0.102300445514608
2007,"EWYKT","black","charter",4.56245464274489,0.0286276902422121,0.15,"Southeast",0.130612538256643
2008,"EWYKT","black","charter",4.78024385231508,0.00911787322862914,0.15,"Southeast",0.0435856574473427
2009,"EWYKT","black","charter",4.24342646886626,0.0182040268385024,0.15,"Southeast",0.077247449326453
2010,"EWYKT","black","charter",4.2262136651466,0.0297861974051978,0.15,"Southeast",0.125882834506601
2011,"EWYKT","black","charter",4.24776660029533,0.00546597470585195,0.15,"Southeast",0.023218184793577
2012,"EWYKT","black","charter",4.17257643182709,0.0272934977716879,0.15,"Southeast",0.11388420554427
2013,"EWYKT","black","charter",4.07394871003919,0.0220456907849393,0.15,"Southeast",0.0898130135352262
2014,"EWYKT","black","charter",4.15033527622109,0.0206929412747078,0.15,"Southeast",0.085882644141191
2015,"EWYKT","black","charter",3.99875139959944,0.0233549378315087,0.15,"Southeast",0.0933905903413035
2016,"EWYKT","black","charter",4.07781332819153,0.0209241226224639,0.15,"Southeast",0.0853246661105972
2017,"EWYKT","black","charter",4.10770457411377,0.0212945373239296,0.15,"Southeast",0.0874716683691421
2018,"EWYKT","black","charter",3.91814511685489,0.0171023694603433,0.15,"Southeast",0.0670095653876923
2019,"EWYKT","black","charter",3.68872220848097,0.0188375751077553,0.15,"Southeast",0.0694865816539051
2020,"EWYKT","black","charter",3.26897041389912,0.0234250656992314,0.15,"Southeast",0.0765758467144307
2021,"EWYKT","black","charter",3.31688010561985,0.0165438051945943,0.15,"Southeast",0.0548738183212001
2022,"EWYKT","black","charter",3.65613093309992,0.0115279434114075,0.15,"Southeast",0.0421476705014722
2023,"EWYKT","black","charter",3.6276564423043,0.00887005797215693,0.15,"Southeast",0.0321775229463077
2024,"EWYKT","black","charter",3.7660358786247,0.00918003435471802,0.15,"Southeast",0.0345723387468754
1977,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1978,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1979,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1980,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1981,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1982,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1983,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1984,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1985,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1986,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1987,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1988,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1989,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1990,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1991,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1992,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1993,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1994,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1995,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1996,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1997,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1998,"NSEI","black","charter",NA,1,0.15,"Southeast",50
1999,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2000,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2001,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2002,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2003,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2004,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2005,"NSEI","black","charter",NA,1,0.15,"Southeast",50
2006,"NSEI","black","charter",4.14566696958465,0.0343764501598307,0.15,"Southeast",0.142513313959183
2007,"NSEI","black","charter",2.59890072527739,0.0141252578993972,0.15,"Southeast",0.0367101429994736
2008,"NSEI","black","charter",3.15446848280215,0.0466956020251462,0.15,"Southeast",0.147299804873796
2009,"NSEI","black","charter",3.04007999555382,0.0527929184781397,0.15,"Southeast",0.160494695372296
2010,"NSEI","black","charter",3.47518868431362,0.038871490185526,0.15,"Southeast",0.135085762835148
2011,"NSEI","black","charter",2.0765348011586,0.0459353959606837,0.15,"Southeast",0.0953864483173599
