"","port_site","RptArea","Freq"
"1354","UNKNOWN","NG",1
"1355","VALDEZ","NG",2
"1356","WADLEIGH ISLAND","NG",0
"1357","WARM SPRINGS BAY","NG",0
"1358","WATERFALL","NG",0
"1359","WHALE PASS (POW - SE)","NG",0
"1360","WHALE PASS (SC)","NG",0
"1361","WHALERS COVE","NG",0
"1362","WHITTIER","NG",3
"1363","WILLIAMSPORT","NG",0
"1364","WINTER HARBOR","NG",0
"1365","WRANGELL","NG",0
"1366","YAKUTAT","NG",0
"1367","YES BAY","NG",0
"1368","YOUNG BAY","NG",0
"1369","YOUNGS BAY","NG",0
"1370","ZACHAR BAY","NG",0
"1371","ADAK","NORTHEAST",0
"1372","AFOGNAK","NORTHEAST",0
"1373","AFOGNAK BAY","NORTHEAST",0
"1374","ALIKULA BAY","NORTHEAST",0
"1375","AMOOK PASS","NORTHEAST",0
"1376","ANCHOR POINT","NORTHEAST",0
"1377","ANGOON","NORTHEAST",0
"1378","ANTON LARSEN BAY","NORTHEAST",0
"1379","APPLE ISLAND","NORTHEAST",0
"1380","AUKE BAY","NORTHEAST",0
"1381","BARANOF WILDERNESS LODGE","NORTHEAST",0
"1382","BARTLETT COVE","NORTHEAST",0
"1383","BAY OF PILLARS","NORTHEAST",0
"1384","BLANK","NORTHEAST",0
"1385","BROTHERS ISLANDS","NORTHEAST",0
"1386","CANNERY COVE","NORTHEAST",0
"1387","CEDARS LODGE","NORTHEAST",0
"1388","CHAPIN BAY","NORTHEAST",0
"1389","CHIGNIK BAY","NORTHEAST",0
"1390","CHUM CHANNEL","NORTHEAST",0
"1391","CHUM COVE","NORTHEAST",0
"1392","CITY FLOAT","NORTHEAST",0
"1393","CLOVER PASS","NORTHEAST",0
"1394","COFFMAN COVE","NORTHEAST",0
"1395","CORDOVA","NORTHEAST",0
"1396","CRAIG","NORTHEAST",0
"1397","CUBE COVE","NORTHEAST",0
"1398","DEEP COVE","NORTHEAST",0
"1399","DEEP CREEK","NORTHEAST",49
"1400","DOVE ISLAND LODGE","NORTHEAST",0
"1401","DUTCH HARBOR","NORTHEAST",0
"1402","EGG HARBOR","NORTHEAST",0
"1403","EL CAPITAN LODGE","NORTHEAST",0
"1404","ELFIN COVE","NORTHEAST",0
"1405","ELIZA HARBOR","NORTHEAST",0
"1406","ELL COVE","NORTHEAST",0
"1407","EXCURSION INLET","NORTHEAST",0
"1408","EXPLORER BASIN","NORTHEAST",0
"1409","FARRAGUT BAY","NORTHEAST",0
"1410","FISHERMANS BEND","NORTHEAST",0
"1411","FREDRICK SOUND","NORTHEAST",0
"1412","GEDNEY HARBOR","NORTHEAST",0
"1413","GEDNEYHARBOR","NORTHEAST",0
"1414","GULL COVE","NORTHEAST",0
"1415","GUSTAVUS","NORTHEAST",0
"1416","GUT BAY","NORTHEAST",0
"1417","HAINES","NORTHEAST",0
"1418","HALIBUT COVE","NORTHEAST",0
"1419","HAPPY VALLEY","NORTHEAST",0
"1420","HOLKAM BAY","NORTHEAST",0
"1421","HOMER","NORTHEAST",1
"1422","HOONAH","NORTHEAST",0
"1423","IRON CREEK","NORTHEAST",78
"1424","JUNEAU","NORTHEAST",0
"1425","KAKE","NORTHEAST",0
"1426","KELP BAY","NORTHEAST",0
"1427","KETCHIKAN","NORTHEAST",0
"1428","KHAZ BAY","NORTHEAST",0
"1429","KILIUDA BAY","NORTHEAST",0
"1430","KILLISNOO","NORTHEAST",0
"1431","KLAWOCK","NORTHEAST",0
"1432","KNUDSON COVE","NORTHEAST",0
"1433","Kodiak","NORTHEAST",2
"1434","KODIAK","NORTHEAST",714
"1435","LARSEN BAY","NORTHEAST",5
"1436","LOUIS COVE","NORTHEAST",0
"1437","LOUISE COVE","NORTHEAST",0
"1438","LOWELL POINT","NORTHEAST",0
"1439","METLAKATLA","NORTHEAST",0
"1440","NAKALILOK BAY","NORTHEAST",0
"1441","NARROWS INN","NORTHEAST",0
"1442","NAUKATI","NORTHEAST",0
"1443","NINILCHIK","NORTHEAST",0
"1444","OLD HARBOR","NORTHEAST",0
"1445","ORR ISLAND","NORTHEAST",0
"1446","PARKS CANNERY","NORTHEAST",0
"1447","PATTERSON BAY","NORTHEAST",0
"1448","PAYNE ISLAND","NORTHEAST",0
"1449","PELICAN","NORTHEAST",0
"1450","PETERSBURG","NORTHEAST",0
"1451","PINTA ROCKS","NORTHEAST",0
"1452","POINT ASTLEY","NORTHEAST",0
"1453","POINT ASTLY","NORTHEAST",0
"1454","POINT BAKER","NORTHEAST",0
"1455","PORT ALEXANDER","NORTHEAST",0
"1456","PORT ASHTON","NORTHEAST",0
"1457","PORT LIONS","NORTHEAST",121
"1458","PORT MALMESBURY","NORTHEAST",0
"1459","PORT MALMSBURY","NORTHEAST",0
"1460","PORT MULMSBURY","NORTHEAST",0
"1461","PORT PROTECTION","NORTHEAST",0
"1462","PORT ST NICHOLAS","NORTHEAST",0
"1463","PORT WAKEFIELD","NORTHEAST",9
"1464","PORT WALTER","NORTHEAST",0
"1465","PYBUS BAY","NORTHEAST",0
"1466","PYBUS POINT LODGE","NORTHEAST",0
"1467","SALMON FALLS","NORTHEAST",0
"1468","SALMON FALLS RESORT","NORTHEAST",0
"1469","SAND POINT","NORTHEAST",0
"1470","SARKAR COVE","NORTHEAST",0
"1471","SAXMAN SEAS","NORTHEAST",0
"1472","SEAL BAY (SC)","NORTHEAST",2
"1473","SEALING COVE","NORTHEAST",0
"1474","SECURITY BAY","NORTHEAST",0
"1475","SELDOVIA","NORTHEAST",0
"1476","SEWARD","NORTHEAST",0
"1477","SILVER KING LODGE","NORTHEAST",0
"1478","SILVER SALMON CREEK","NORTHEAST",0
"1479","SITKA","NORTHEAST",0
"1480","SKAGWAY","NORTHEAST",0
"1481","SPORTSMAN COVE","NORTHEAST",0
"1482","SQUARE COVE","NORTHEAST",0
"1483","STEAMBOAT BAY","NORTHEAST",0
"1484","SUNNYSIDE","NORTHEAST",0
"1485","TENAKEE","NORTHEAST",0
"1486","THOMAS BASIN","NORTHEAST",0
"1487","THORNE BAY","NORTHEAST",0
"1488","TUTKA BAY","NORTHEAST",0
"1489","UGAK BAY","NORTHEAST",0
"1490","UGANIK BAY","NORTHEAST",0
"1491","UNKNOWN","NORTHEAST",0
"1492","VALDEZ","NORTHEAST",0
"1493","WADLEIGH ISLAND","NORTHEAST",0
"1494","WARM SPRINGS BAY","NORTHEAST",0
"1495","WATERFALL","NORTHEAST",0
"1496","WHALE PASS (POW - SE)","NORTHEAST",0
"1497","WHALE PASS (SC)","NORTHEAST",0
"1498","WHALERS COVE","NORTHEAST",0
"1499","WHITTIER","NORTHEAST",0
"1500","WILLIAMSPORT","NORTHEAST",0
"1501","WINTER HARBOR","NORTHEAST",0
"1502","WRANGELL","NORTHEAST",0
"1503","YAKUTAT","NORTHEAST",0
"1504","YES BAY","NORTHEAST",0
"1505","YOUNG BAY","NORTHEAST",0
"1506","YOUNGS BAY","NORTHEAST",0
"1507","ZACHAR BAY","NORTHEAST",0
"1508","ADAK","NSEI",0
"1509","AFOGNAK","NSEI",0
"1510","AFOGNAK BAY","NSEI",0
"1511","ALIKULA BAY","NSEI",0
"1512","AMOOK PASS","NSEI",0
"1513","ANCHOR POINT","NSEI",0
"1514","ANGOON","NSEI",159
"1515","ANTON LARSEN BAY","NSEI",0
"1516","APPLE ISLAND","NSEI",5
"1517","AUKE BAY","NSEI",2092
"1518","BARANOF WILDERNESS LODGE","NSEI",64
"1519","BARTLETT COVE","NSEI",137
"1520","BAY OF PILLARS","NSEI",4
"1521","BLANK","NSEI",0
"1522","BROTHERS ISLANDS","NSEI",2
"1523","CANNERY COVE","NSEI",10
"1524","CEDARS LODGE","NSEI",0
"1525","CHAPIN BAY","NSEI",2
"1526","CHIGNIK BAY","NSEI",0
"1527","CHUM CHANNEL","NSEI",4
"1528","CHUM COVE","NSEI",20
"1529","CITY FLOAT","NSEI",0
"1530","CLOVER PASS","NSEI",0
"1531","COFFMAN COVE","NSEI",0
"1532","CORDOVA","NSEI",0
"1533","CRAIG","NSEI",0
"1534","CUBE COVE","NSEI",1
"1535","DEEP COVE","NSEI",19
"1536","DEEP CREEK","NSEI",0
"1537","DOVE ISLAND LODGE","NSEI",0
"1538","DUTCH HARBOR","NSEI",0
"1539","EGG HARBOR","NSEI",0
"1540","EL CAPITAN LODGE","NSEI",4
"1541","ELFIN COVE","NSEI",353
"1542","ELIZA HARBOR","NSEI",2
"1543","ELL COVE","NSEI",1
"1544","EXCURSION INLET","NSEI",1
"1545","EXPLORER BASIN","NSEI",6
"1546","FARRAGUT BAY","NSEI",2
"1547","FISHERMANS BEND","NSEI",6
"1548","FREDRICK SOUND","NSEI",13
"1549","GEDNEY HARBOR","NSEI",3
"1550","GEDNEYHARBOR","NSEI",1
"1551","GULL COVE","NSEI",36
"1552","GUSTAVUS","NSEI",943
"1553","GUT BAY","NSEI",24
"1554","HAINES","NSEI",44
"1555","HALIBUT COVE","NSEI",0
"1556","HAPPY VALLEY","NSEI",0
"1557","HOLKAM BAY","NSEI",1
"1558","HOMER","NSEI",0
"1559","HOONAH","NSEI",452
"1560","IRON CREEK","NSEI",0
"1561","JUNEAU","NSEI",607
"1562","KAKE","NSEI",8
"1563","KELP BAY","NSEI",120
"1564","KETCHIKAN","NSEI",6
"1565","KHAZ BAY","NSEI",0
"1566","KILIUDA BAY","NSEI",0
"1567","KILLISNOO","NSEI",469
"1568","KLAWOCK","NSEI",0
"1569","KNUDSON COVE","NSEI",0
"1570","Kodiak","NSEI",0
"1571","KODIAK","NSEI",0
"1572","LARSEN BAY","NSEI",0
"1573","LOUIS COVE","NSEI",0
"1574","LOUISE COVE","NSEI",0
"1575","LOWELL POINT","NSEI",0
"1576","METLAKATLA","NSEI",0
"1577","NAKALILOK BAY","NSEI",0
"1578","NARROWS INN","NSEI",0
"1579","NAUKATI","NSEI",0
"1580","NINILCHIK","NSEI",0
"1581","OLD HARBOR","NSEI",0
"1582","ORR ISLAND","NSEI",0
"1583","PARKS CANNERY","NSEI",0
"1584","PATTERSON BAY","NSEI",15
"1585","PAYNE ISLAND","NSEI",22
"1586","PELICAN","NSEI",24
"1587","PETERSBURG","NSEI",231
"1588","PINTA ROCKS","NSEI",11
"1589","POINT ASTLEY","NSEI",1
"1590","POINT ASTLY","NSEI",2
"1591","POINT BAKER","NSEI",0
"1592","PORT ALEXANDER","NSEI",105
"1593","PORT ASHTON","NSEI",0
"1594","PORT LIONS","NSEI",0
"1595","PORT MALMESBURY","NSEI",1
"1596","PORT MALMSBURY","NSEI",2
"1597","PORT MULMSBURY","NSEI",1
"1598","PORT PROTECTION","NSEI",0
"1599","PORT ST NICHOLAS","NSEI",0
"1600","PORT WAKEFIELD","NSEI",0
"1601","PORT WALTER","NSEI",4
"1602","PYBUS BAY","NSEI",55
"1603","PYBUS POINT LODGE","NSEI",551
"1604","SALMON FALLS","NSEI",0
"1605","SALMON FALLS RESORT","NSEI",0
"1606","SAND POINT","NSEI",0
"1607","SARKAR COVE","NSEI",6
"1608","SAXMAN SEAS","NSEI",0
"1609","SEAL BAY (SC)","NSEI",0
"1610","SEALING COVE","NSEI",0
"1611","SECURITY BAY","NSEI",1
"1612","SELDOVIA","NSEI",0
"1613","SEWARD","NSEI",0
"1614","SILVER KING LODGE","NSEI",0
"1615","SILVER SALMON CREEK","NSEI",0
"1616","SITKA","NSEI",473
"1617","SKAGWAY","NSEI",92
"1618","SPORTSMAN COVE","NSEI",0
"1619","SQUARE COVE","NSEI",1
"1620","STEAMBOAT BAY","NSEI",0
"1621","SUNNYSIDE","NSEI",0
"1622","TENAKEE","NSEI",45
"1623","THOMAS BASIN","NSEI",0
"1624","THORNE BAY","NSEI",0
"1625","TUTKA BAY","NSEI",0
"1626","UGAK BAY","NSEI",0
"1627","UGANIK BAY","NSEI",0
"1628","UNKNOWN","NSEI",0
"1629","VALDEZ","NSEI",0
"1630","WADLEIGH ISLAND","NSEI",0
"1631","WARM SPRINGS BAY","NSEI",218
"1632","WATERFALL","NSEI",0
"1633","WHALE PASS (POW - SE)","NSEI",0
"1634","WHALE PASS (SC)","NSEI",0
"1635","WHALERS COVE","NSEI",44
"1636","WHITTIER","NSEI",0
"1637","WILLIAMSPORT","NSEI",0
"1638","WINTER HARBOR","NSEI",0
"1639","WRANGELL","NSEI",0
"1640","YAKUTAT","NSEI",0
"1641","YES BAY","NSEI",0
"1642","YOUNG BAY","NSEI",1
"1643","YOUNGS BAY","NSEI",1
"1644","ZACHAR BAY","NSEI",0
"1645","ADAK","NSEO",0
"1646","AFOGNAK","NSEO",0
"1647","AFOGNAK BAY","NSEO",0
"1648","ALIKULA BAY","NSEO",0
"1649","AMOOK PASS","NSEO",0
"1650","ANCHOR POINT","NSEO",0
"1651","ANGOON","NSEO",0
"1652","ANTON LARSEN BAY","NSEO",0
"1653","APPLE ISLAND","NSEO",0
"1654","AUKE BAY","NSEO",0
"1655","BARANOF WILDERNESS LODGE","NSEO",0
"1656","BARTLETT COVE","NSEO",4
"1657","BAY OF PILLARS","NSEO",0
"1658","BLANK","NSEO",0
"1659","BROTHERS ISLANDS","NSEO",0
"1660","CANNERY COVE","NSEO",0
"1661","CEDARS LODGE","NSEO",0
"1662","CHAPIN BAY","NSEO",0
"1663","CHIGNIK BAY","NSEO",0
"1664","CHUM CHANNEL","NSEO",0
"1665","CHUM COVE","NSEO",0
"1666","CITY FLOAT","NSEO",0
"1667","CLOVER PASS","NSEO",0
"1668","COFFMAN COVE","NSEO",0
"1669","CORDOVA","NSEO",0
"1670","CRAIG","NSEO",0
"1671","CUBE COVE","NSEO",0
"1672","DEEP COVE","NSEO",0
"1673","DEEP CREEK","NSEO",0
"1674","DOVE ISLAND LODGE","NSEO",0
"1675","DUTCH HARBOR","NSEO",0
"1676","EGG HARBOR","NSEO",0
"1677","EL CAPITAN LODGE","NSEO",0
"1678","ELFIN COVE","NSEO",663
"1679","ELIZA HARBOR","NSEO",0
"1680","ELL COVE","NSEO",0
"1681","EXCURSION INLET","NSEO",0
"1682","EXPLORER BASIN","NSEO",0
"1683","FARRAGUT BAY","NSEO",0
"1684","FISHERMANS BEND","NSEO",0
"1685","FREDRICK SOUND","NSEO",0
"1686","GEDNEY HARBOR","NSEO",0
"1687","GEDNEYHARBOR","NSEO",0
"1688","GULL COVE","NSEO",2
"1689","GUSTAVUS","NSEO",148
"1690","GUT BAY","NSEO",0
"1691","HAINES","NSEO",0
"1692","HALIBUT COVE","NSEO",0
"1693","HAPPY VALLEY","NSEO",0
"1694","HOLKAM BAY","NSEO",0
"1695","HOMER","NSEO",0
"1696","HOONAH","NSEO",0
"1697","IRON CREEK","NSEO",0
"1698","JUNEAU","NSEO",0
"1699","KAKE","NSEO",0
"1700","KELP BAY","NSEO",0
"1701","KETCHIKAN","NSEO",0
"1702","KHAZ BAY","NSEO",21
"1703","KILIUDA BAY","NSEO",0
"1704","KILLISNOO","NSEO",0
"1705","KLAWOCK","NSEO",0
"1706","KNUDSON COVE","NSEO",0
"1707","Kodiak","NSEO",0
"1708","KODIAK","NSEO",0
"1709","LARSEN BAY","NSEO",0
"1710","LOUIS COVE","NSEO",0
"1711","LOUISE COVE","NSEO",0
"1712","LOWELL POINT","NSEO",0
"1713","METLAKATLA","NSEO",0
"1714","NAKALILOK BAY","NSEO",0
"1715","NARROWS INN","NSEO",0
"1716","NAUKATI","NSEO",0
"1717","NINILCHIK","NSEO",0
"1718","OLD HARBOR","NSEO",0
"1719","ORR ISLAND","NSEO",0
"1720","PARKS CANNERY","NSEO",0
"1721","PATTERSON BAY","NSEO",0
"1722","PAYNE ISLAND","NSEO",0
"1723","PELICAN","NSEO",774
"1724","PETERSBURG","NSEO",0
"1725","PINTA ROCKS","NSEO",0
"1726","POINT ASTLEY","NSEO",0
"1727","POINT ASTLY","NSEO",0
"1728","POINT BAKER","NSEO",0
"1729","PORT ALEXANDER","NSEO",0
"1730","PORT ASHTON","NSEO",0
"1731","PORT LIONS","NSEO",0
"1732","PORT MALMESBURY","NSEO",0
"1733","PORT MALMSBURY","NSEO",0
"1734","PORT MULMSBURY","NSEO",0
"1735","PORT PROTECTION","NSEO",0
"1736","PORT ST NICHOLAS","NSEO",0
"1737","PORT WAKEFIELD","NSEO",0
"1738","PORT WALTER","NSEO",0
"1739","PYBUS BAY","NSEO",0
"1740","PYBUS POINT LODGE","NSEO",0
"1741","SALMON FALLS","NSEO",0
"1742","SALMON FALLS RESORT","NSEO",0
"1743","SAND POINT","NSEO",0
"1744","SARKAR COVE","NSEO",0
"1745","SAXMAN SEAS","NSEO",0
"1746","SEAL BAY (SC)","NSEO",0
"1747","SEALING COVE","NSEO",0
"1748","SECURITY BAY","NSEO",0
"1749","SELDOVIA","NSEO",0
"1750","SEWARD","NSEO",0
"1751","SILVER KING LODGE","NSEO",0
"1752","SILVER SALMON CREEK","NSEO",0
"1753","SITKA","NSEO",23
"1754","SKAGWAY","NSEO",0
"1755","SPORTSMAN COVE","NSEO",0
"1756","SQUARE COVE","NSEO",0
"1757","STEAMBOAT BAY","NSEO",0
"1758","SUNNYSIDE","NSEO",47
"1759","TENAKEE","NSEO",0
"1760","THOMAS BASIN","NSEO",0
"1761","THORNE BAY","NSEO",0
"1762","TUTKA BAY","NSEO",0
"1763","UGAK BAY","NSEO",0
"1764","UGANIK BAY","NSEO",0
"1765","UNKNOWN","NSEO",0
"1766","VALDEZ","NSEO",0
"1767","WADLEIGH ISLAND","NSEO",0
"1768","WARM SPRINGS BAY","NSEO",0
"1769","WATERFALL","NSEO",0
"1770","WHALE PASS (POW - SE)","NSEO",0
"1771","WHALE PASS (SC)","NSEO",0
"1772","WHALERS COVE","NSEO",0
"1773","WHITTIER","NSEO",0
"1774","WILLIAMSPORT","NSEO",0
"1775","WINTER HARBOR","NSEO",0
"1776","WRANGELL","NSEO",0
"1777","YAKUTAT","NSEO",0
"1778","YES BAY","NSEO",0
"1779","YOUNG BAY","NSEO",0
"1780","YOUNGS BAY","NSEO",0
"1781","ZACHAR BAY","NSEO",0
"1782","ADAK","PWSI",0
"1783","AFOGNAK","PWSI",0
"1784","AFOGNAK BAY","PWSI",0
"1785","ALIKULA BAY","PWSI",0
"1786","AMOOK PASS","PWSI",0
"1787","ANCHOR POINT","PWSI",0
"1788","ANGOON","PWSI",0
"1789","ANTON LARSEN BAY","PWSI",0
"1790","APPLE ISLAND","PWSI",0
"1791","AUKE BAY","PWSI",0
"1792","BARANOF WILDERNESS LODGE","PWSI",0
"1793","BARTLETT COVE","PWSI",0
"1794","BAY OF PILLARS","PWSI",0
"1795","BLANK","PWSI",1
"1796","BROTHERS ISLANDS","PWSI",0
"1797","CANNERY COVE","PWSI",0
"1798","CEDARS LODGE","PWSI",0
"1799","CHAPIN BAY","PWSI",0
"1800","CHIGNIK BAY","PWSI",0
"1801","CHUM CHANNEL","PWSI",0
"1802","CHUM COVE","PWSI",0
"1803","CITY FLOAT","PWSI",0
"1804","CLOVER PASS","PWSI",0
"1805","COFFMAN COVE","PWSI",0
"1806","CORDOVA","PWSI",179
"1807","CRAIG","PWSI",0
"1808","CUBE COVE","PWSI",0
"1809","DEEP COVE","PWSI",0
"1810","DEEP CREEK","PWSI",0
"1811","DOVE ISLAND LODGE","PWSI",0
"1812","DUTCH HARBOR","PWSI",0
"1813","EGG HARBOR","PWSI",0
"1814","EL CAPITAN LODGE","PWSI",0
"1815","ELFIN COVE","PWSI",0
"1816","ELIZA HARBOR","PWSI",0
"1817","ELL COVE","PWSI",0
"1818","EXCURSION INLET","PWSI",0
"1819","EXPLORER BASIN","PWSI",0
"1820","FARRAGUT BAY","PWSI",0
"1821","FISHERMANS BEND","PWSI",0
"1822","FREDRICK SOUND","PWSI",0
"1823","GEDNEY HARBOR","PWSI",0
"1824","GEDNEYHARBOR","PWSI",0
"1825","GULL COVE","PWSI",0
"1826","GUSTAVUS","PWSI",0
"1827","GUT BAY","PWSI",0
"1828","HAINES","PWSI",0
"1829","HALIBUT COVE","PWSI",0
"1830","HAPPY VALLEY","PWSI",0
"1831","HOLKAM BAY","PWSI",0
"1832","HOMER","PWSI",1
"1833","HOONAH","PWSI",0
"1834","IRON CREEK","PWSI",0
"1835","JUNEAU","PWSI",0
"1836","KAKE","PWSI",0
"1837","KELP BAY","PWSI",0
"1838","KETCHIKAN","PWSI",0
"1839","KHAZ BAY","PWSI",0
"1840","KILIUDA BAY","PWSI",0
"1841","KILLISNOO","PWSI",0
"1842","KLAWOCK","PWSI",0
"1843","KNUDSON COVE","PWSI",0
"1844","Kodiak","PWSI",0
"1845","KODIAK","PWSI",0
"1846","LARSEN BAY","PWSI",0
"1847","LOUIS COVE","PWSI",0
"1848","LOUISE COVE","PWSI",0
"1849","LOWELL POINT","PWSI",14
"1850","METLAKATLA","PWSI",0
"1851","NAKALILOK BAY","PWSI",0
"1852","NARROWS INN","PWSI",0
"1853","NAUKATI","PWSI",0
"1854","NINILCHIK","PWSI",0
"1855","OLD HARBOR","PWSI",0
"1856","ORR ISLAND","PWSI",0
"1857","PARKS CANNERY","PWSI",0
"1858","PATTERSON BAY","PWSI",0
"1859","PAYNE ISLAND","PWSI",0
"1860","PELICAN","PWSI",0
"1861","PETERSBURG","PWSI",0
"1862","PINTA ROCKS","PWSI",0
"1863","POINT ASTLEY","PWSI",0
"1864","POINT ASTLY","PWSI",0
"1865","POINT BAKER","PWSI",0
"1866","PORT ALEXANDER","PWSI",0
"1867","PORT ASHTON","PWSI",20
"1868","PORT LIONS","PWSI",0
"1869","PORT MALMESBURY","PWSI",0
"1870","PORT MALMSBURY","PWSI",0
"1871","PORT MULMSBURY","PWSI",0
"1872","PORT PROTECTION","PWSI",0
"1873","PORT ST NICHOLAS","PWSI",0
"1874","PORT WAKEFIELD","PWSI",0
"1875","PORT WALTER","PWSI",0
"1876","PYBUS BAY","PWSI",0
"1877","PYBUS POINT LODGE","PWSI",0
"1878","SALMON FALLS","PWSI",0
"1879","SALMON FALLS RESORT","PWSI",0
"1880","SAND POINT","PWSI",0
"1881","SARKAR COVE","PWSI",0
"1882","SAXMAN SEAS","PWSI",0
"1883","SEAL BAY (SC)","PWSI",0
"1884","SEALING COVE","PWSI",0
"1885","SECURITY BAY","PWSI",0
"1886","SELDOVIA","PWSI",0
"1887","SEWARD","PWSI",584
"1888","SILVER KING LODGE","PWSI",0
"1889","SILVER SALMON CREEK","PWSI",0
"1890","SITKA","PWSI",0
"1891","SKAGWAY","PWSI",0
"1892","SPORTSMAN COVE","PWSI",0
"1893","SQUARE COVE","PWSI",0
"1894","STEAMBOAT BAY","PWSI",0
"1895","SUNNYSIDE","PWSI",0
"1896","TENAKEE","PWSI",0
"1897","THOMAS BASIN","PWSI",0
"1898","THORNE BAY","PWSI",0
"1899","TUTKA BAY","PWSI",0
"1900","UGAK BAY","PWSI",0
"1901","UGANIK BAY","PWSI",0
"1902","UNKNOWN","PWSI",0
"1903","VALDEZ","PWSI",457
"1904","WADLEIGH ISLAND","PWSI",0
"1905","WARM SPRINGS BAY","PWSI",0
"1906","WATERFALL","PWSI",0
"1907","WHALE PASS (POW - SE)","PWSI",0
"1908","WHALE PASS (SC)","PWSI",0
"1909","WHALERS COVE","PWSI",0
"1910","WHITTIER","PWSI",681
"1911","WILLIAMSPORT","PWSI",0
"1912","WINTER HARBOR","PWSI",0
"1913","WRANGELL","PWSI",0
"1914","YAKUTAT","PWSI",0
"1915","YES BAY","PWSI",0
"1916","YOUNG BAY","PWSI",0
"1917","YOUNGS BAY","PWSI",0
"1918","ZACHAR BAY","PWSI",0
"1919","ADAK","PWSO",0
"1920","AFOGNAK","PWSO",0
"1921","AFOGNAK BAY","PWSO",0
"1922","ALIKULA BAY","PWSO",0
"1923","AMOOK PASS","PWSO",0
"1924","ANCHOR POINT","PWSO",0
"1925","ANGOON","PWSO",0
"1926","ANTON LARSEN BAY","PWSO",0
"1927","APPLE ISLAND","PWSO",0
"1928","AUKE BAY","PWSO",0
"1929","BARANOF WILDERNESS LODGE","PWSO",0
"1930","BARTLETT COVE","PWSO",0
"1931","BAY OF PILLARS","PWSO",0
"1932","BLANK","PWSO",0
"1933","BROTHERS ISLANDS","PWSO",0
"1934","CANNERY COVE","PWSO",0
"1935","CEDARS LODGE","PWSO",0
"1936","CHAPIN BAY","PWSO",0
"1937","CHIGNIK BAY","PWSO",0
"1938","CHUM CHANNEL","PWSO",0
"1939","CHUM COVE","PWSO",0
"1940","CITY FLOAT","PWSO",0
"1941","CLOVER PASS","PWSO",0
"1942","COFFMAN COVE","PWSO",0
"1943","CORDOVA","PWSO",0
"1944","CRAIG","PWSO",0
"1945","CUBE COVE","PWSO",0
"1946","DEEP COVE","PWSO",0
"1947","DEEP CREEK","PWSO",0
"1948","DOVE ISLAND LODGE","PWSO",0
"1949","DUTCH HARBOR","PWSO",0
"1950","EGG HARBOR","PWSO",0
"1951","EL CAPITAN LODGE","PWSO",0
"1952","ELFIN COVE","PWSO",0
"1953","ELIZA HARBOR","PWSO",0
"1954","ELL COVE","PWSO",0
"1955","EXCURSION INLET","PWSO",0
"1956","EXPLORER BASIN","PWSO",0
"1957","FARRAGUT BAY","PWSO",0
"1958","FISHERMANS BEND","PWSO",0
"1959","FREDRICK SOUND","PWSO",0
"1960","GEDNEY HARBOR","PWSO",0
"1961","GEDNEYHARBOR","PWSO",0
"1962","GULL COVE","PWSO",0
"1963","GUSTAVUS","PWSO",0
"1964","GUT BAY","PWSO",0
"1965","HAINES","PWSO",0
"1966","HALIBUT COVE","PWSO",0
"1967","HAPPY VALLEY","PWSO",0
"1968","HOLKAM BAY","PWSO",0
"1969","HOMER","PWSO",0
"1970","HOONAH","PWSO",0
"1971","IRON CREEK","PWSO",0
"1972","JUNEAU","PWSO",0
"1973","KAKE","PWSO",0
"1974","KELP BAY","PWSO",0
"1975","KETCHIKAN","PWSO",0
"1976","KHAZ BAY","PWSO",0
"1977","KILIUDA BAY","PWSO",0
"1978","KILLISNOO","PWSO",0
"1979","KLAWOCK","PWSO",0
"1980","KNUDSON COVE","PWSO",0
"1981","Kodiak","PWSO",0
"1982","KODIAK","PWSO",0
"1983","LARSEN BAY","PWSO",0
"1984","LOUIS COVE","PWSO",0
"1985","LOUISE COVE","PWSO",0
"1986","LOWELL POINT","PWSO",16
"1987","METLAKATLA","PWSO",0
"1988","NAKALILOK BAY","PWSO",0
"1989","NARROWS INN","PWSO",0
"1990","NAUKATI","PWSO",0
"1991","NINILCHIK","PWSO",0
"1992","OLD HARBOR","PWSO",0
"1993","ORR ISLAND","PWSO",0
"1994","PARKS CANNERY","PWSO",0
"1995","PATTERSON BAY","PWSO",0
"1996","PAYNE ISLAND","PWSO",0
"1997","PELICAN","PWSO",0
"1998","PETERSBURG","PWSO",0
"1999","PINTA ROCKS","PWSO",0
"2000","POINT ASTLEY","PWSO",0
"2001","POINT ASTLY","PWSO",0
"2002","POINT BAKER","PWSO",0
"2003","PORT ALEXANDER","PWSO",0
"2004","PORT ASHTON","PWSO",9
"2005","PORT LIONS","PWSO",0
"2006","PORT MALMESBURY","PWSO",0
"2007","PORT MALMSBURY","PWSO",0
"2008","PORT MULMSBURY","PWSO",0
"2009","PORT PROTECTION","PWSO",0
"2010","PORT ST NICHOLAS","PWSO",0
"2011","PORT WAKEFIELD","PWSO",0
"2012","PORT WALTER","PWSO",0
"2013","PYBUS BAY","PWSO",0
"2014","PYBUS POINT LODGE","PWSO",0
"2015","SALMON FALLS","PWSO",0
"2016","SALMON FALLS RESORT","PWSO",0
"2017","SAND POINT","PWSO",0
"2018","SARKAR COVE","PWSO",0
"2019","SAXMAN SEAS","PWSO",0
"2020","SEAL BAY (SC)","PWSO",0
"2021","SEALING COVE","PWSO",0
"2022","SECURITY BAY","PWSO",0
